name,id
"ROYALE BAR AND BURGER",4362
"RSVP",4364
"RUBIROSA",4365
"RUBY FOOS",4366
"RUCHI",4368
"RUE 57",4369
"RUSSIAN SAMOVAR",4384
"RUSSIAN TEA ROOM",4385
"RUSTIC LES",4386
"RUSTIK TAVERN",4388
"RUTHS CHRIS STEAK HOUSE",4389
"RUTHS CHRIS STEAK HOUSE   NEW YORK CITY",4390
"RYE",4394
"RYE HOUSE",4396
"S DYNASTY",4398
"S PRIME",4399
"SACS PLACE",4402
"SACHI",4403
"SAFFRON GARDEN",4406
"SAGAPONACK BAR AND GRILL",4409
"SAGE",4410
"SAIKAI DINING BAR (FKA SHUKA DINING BAR)",4413
"SAJU BISTRO",4416
"SAKAGURA",4417
"SAKAMAI",4418
"SAKEBAR SHIGURE",4419
"SALS LITTLE ITALY",4421
"SALA ONE NINE",4423
"SALAAM BOMBAY",4424
"SALINAS",4426
"SALMON RIVER",4427
"SALT + CHARCOAL",4430
"SALT BAR",4431
"SALUME",4435
"SALUMERIA ROSI",4436
"SALUTE",4437
"SAMBUCA",4449
"SAN GIUSEPPE COAL FIRED PIZZA & CUCINA",4456
"SAN MARINO SOHO",4458
"SANCTUARY T",4463
"SANFORDS RESTAURANT",4464
"SANGRIA 46",4465
"SANT AMBROEUS",4467
"SANT AMBROEUS SOHO",4468
"SANTA FE",4470
"SAPORI RISTORANTE ITALIANO",4476
"SAPPHIRE",4477
"SARABETHS CENTRAL PARK SOUTH",4478
"SARABETHS EAST",4479
"SARABETHS PARK AVENUE SOUTH",4480
"SARABETHS TRIBECA",4481
"SARABETHS WEST",4482
"SARAVANA BHAVAN",4483
"SARDIS",4485
"SAUCE",4490
"SAUL RESTAURANT",4492
"SAVORE",4498
"SAVOURY INDIAN RESTAURANT",4499
"SAXON + PAROLE",4501
"SAZON",4502
"SCALETTA RESTAURANT",4504
"SCALINI FEDELI",4505
"SCARLATTO",4509
"SCARPETTA",4510
"SCARPINA BAR & GRILL",4511
"SCHAPIROS",4515
"SCHILLERS LIQUOR BAR",4516
"SCOPELLO",4518
"SD26 RESTAURANT",4525
"SEA",4528
"SEA FIRE GRILL",4529
"SEASONAL RESTAURANT AND WEINBAR",4542
"SEL ET POIVRE RESTAURANT",4551
"SEN NYC",4552
"SERAFINA",4558
"SERAFINA FABULOUS GRILL",4561
"SERAFINA MEATPACKING",4562
"SERAFINA UPPER WEST",4563
"SERGE",4568
"SERGE BISTRO",4569
"SESSION HOUSE",4571
"SETTEPANI",4575
"SEVEN BAR & GRILL",4576
"SEVEN BISTRO",4577
"SEVEN HILLS CAFE RESTAURANT",4578
"SEVENS MEDITERRANEAN TURKISH GRILL",4580
"SFOGLIA",4583
"SHADOW BOXERS",4586
"SHALEZEH PERSIAN CUISINE",4589
"SHALOM JAPAN",4592
"SHANGHAI BROADWAY RESTAURANT",4596
"SHELTER PIZZA",4605
"SHERVINS CAFE",4606
"SHI",4607
"SHINBASHI",4609
"SHOGA SUSHI & OYSTER BAR",4613
"SHUKA DINING BAR",4619
"SHUKO",4622
"SHULAS STEAK HOUSE",4623
"SHUN LEE CAFE",4624
"SHUN LEE PALACE",4625
"SHUN LEE WEST",4626
"SIDEBAR",4627
"SIDECAR",4628
"SINDICATO",4643
"SINGAPURA",4644
"SINIGUAL",4645
"SIRIO RISTORANTE",4649
"SIROS",4650
"SISTINA",4653
"SITIO SAMBA SABOR",4654
"SKAZZY CAFE",4658
"SKINNYS CANTINA",4660
"SKY ROOM",4662
"SKÃL",4664
"SLATE",4665
"SLATTERYS MID TOWN PUB",4667
"SLIDE",4668
"SLIGHTLY OLIVER",4669
"SMITH & WOLLENSKY",4671
"SMOKE JAZZ AND SUPPER CLUB",4672
"SMORGAS CHEF @ SCANDINAVIA HOUSE",4674
"SMORGAS CHEF WALL STREET",4675
"SMORGAS CHEF WEST VILLAGE",4676
"SMYRNA",4677
"SNACK EOS",4678
"SNACK TAVERNA",4679
"SNAP",4680
"SNOB",4681
"SNOB AT THE AMERICANO",4682
"SOBS",4684
"SOCARRAT",4685
"SOCARRAT EAST",4686
"SOCARRAT MIDTOWN EAST",4687
"SOCARRAT PAELLA BAR",4688
"SOCIAL BAR GRILL AND LOUNGE",4689
"SOCIAL EATZ",4690
"SOCIALE",4691
"SOCO",4692
"SOFIA ITALIAN GRILL",4693
"SOFIAS OF LITTLE ITALY",4695
"SOFRITO MIDTOWN",4698
"SOJOURN RESTAURANT",4701
"SOL Y SOMBRA",4703
"SOL Y SOMBRA GASTROBAR",4704
"SOLERA RESTAURANT",4708
"SOLO",4709
"SOMTUM DER",4714
"SON CUBANO",4715
"SONS OF ESSEX",4721
"SOPRA BY AMALI",4722
"SORELLA",4725
"SOSA BORELLA",4726
"SOTO",4727
"SOTTO 13",4728
"SOTTO CINQUE",4729
"SOUTH GATE RESTAURANT & BAR",4739
"SOUTHERN HOSPITALITY",4743
"SOUTHGATE BAR & RESTAURANT",4745
"SOUTHWEST NY",4747
"SOUVLAKI GR",4748
"SPAHA SOUL",4750
"SPARKS STEAK HOUSE",4753
"SPASSO NYC",4757
"SPEEDY ROMEO",4758
"SPICE",4763
"SPICE COVE",4765
"SPICE MARKET",4766
"SPICE SYMPHONY",4768
"SPIEGEL",4770
"SPIGOLO",4771
"SPINA",4772
"SPOON & TBSP",4776
"SPRIG",4779
"SPUR TREE",4785
"ST ANDREWS",4788
"STABLE HOUSE",4790
"STAGECOACH TAVERN",4793
"STAGHORN STEAKHOUSE",4794
"STAMINA GRILL & JUICE BAR",4795
"STATE GRILL AND BAR",4799
"STATION",4802
"STATLER GRILL",4803
"STEAK FRITES UNION SQUARE",4804
"STECCHINO",4807
"STELLA",4808
"STELLA 34 TRATTORIA",4809
"STIX BAR & GRILL",4812
"STIX MEDITERRANEAN GRILL",4813
"STK   NYC",4814
"STK ROOFTOP",4815
"STONE ROSE LOUNGE",4821
"STONE STREET TAVERN",4822
"STONEHOME WINE BAR & RESTAURANT",4824
"STORE #9 IRIS CAFE",4827
"STRAND BISTRO",4830
"STRIP HOUSE MIDTOWN",4836
"STRIP HOUSE NEXT DOOR",4837
"SUENOS",4843
"SUGAR AND PLUMM",4845
"SUGAR BAR",4846
"SUGAR FACTORY BRASSERIE",4848
"SUITE 36 RESTAURANT & SPORTS LOUNGE",4849
"SUITE 55",4850
"SUNSET RESTAURANT BAR LOUNGE",4855
"SUPER LINDA",4856
"SUPER NOVA",4857
"SUPER NOVA NOVOTEL HOTEL TIMES SQUARE",4858
"SUPERFINE",4860
"SUPERNOVA",4861
"SUPPER RESTAURANT",4862
"SUSHEIN",4865
"SUSHI CAFE",4866
"SUSHI DAMO",4867
"SUSHI LOUNGE",4869
"SUSHI MASARU",4870
"SUSHI OCHA",4872
"SUSHI OF GARI",4873
"SUSHI OF GARI 46",4874
"SUSHI OF GARI  COLUMBUS AVENUE",4875
"SUSHI OF GARI  TRIBECA",4876
"SUSHI OF GARI  UPPER EAST SIDE",4877
"SUSHI YASAKA",4881
"SUSHI YAWA",4882
"SUSHISAMBA NYC GRAMERCY",4885
"SUSHISAMBA NYC PARK",4886
"SUSHISAMBA PARK",4888
"SUTEISHI",4889
"SUTTON INN",4890
"SWAGAT",4892
"SWEET CHICK",4895
"SWINE",4900
"SWIZZ RESTAURANT",4902
"T BAR SOHO",4905
"T BAR STEAK & LOUNGE",4906
"T BAR STEAK & LOUNGE (UPPER EAST SIDE)",4907
"TJ BYRNES",4911
"T45",4912
"TA COCINA",4913
"TABLAO",4917
"TABLE 12",4919
"TABLE VERTE",4923
"TABOON",4924
"TACOMBI FONDA NOLITA",4927
"TACUBA CANTINA MEXICANA",4928
"TAINA CAFÃ© RESTAURANT AND BAR",4931
"TAJ",4932
"TAJ RESTAURANT",4934
"TAJ TRIBECA",4935
"TALIAS STEAKHOUSE & BAR",4944
"TAMARIND",4946
"TAMBA INDIAN GRILL AND BAR",4948
"TANGLED VINE",4951
"TAO",4958
"TAO DOWNTOWN",4959
"TAO UPTOWN",4960
"TAORMINA",4961
"TAPEO 29",4966
"TAPERIA",4967
"TAPROOM NO 307",4971
"TARALLUCCI E VINO",4972
"TARAS BULBA",4974
"TARTINERY",4980
"TASTE RESTAURANT & WINE BAR",4985
"TAUREAU",4988
"TAVERN 29",4991
"TAVERN ON THE GREEN",4993
"TAVERNA",4995
"TAVERNA DI BACCO",4997
"TAVOLA",5000
"TEAK ON THE HUDSON",5003
"TEDS MONTANA GRILL",5006
"TELEPAN",5008
"TELEPAN LOCAL",5009
"TELIO",5010
"TELLOS",5013
"TELLYS TAVERNA INC",5014
"TENDER RESTAURANT AND LOUNGE",5020
"TENPENNY",5021
"TENTH RAIL",5022
"TEQA",5024
"TERRASOLE RISTORANTE",5037
"TERTULIA",5041
"TESSA",5043
"TEXAS DE BRAZIL",5046
"THAI SELECT",5050
"THALASSA",5051
"THALIA",5054
"THE AINSWORTH",5059
"THE AMERICANO",5062
"THE ASTOR ROOM",5065
"THE AUSTRALIAN",5067
"THE BACK ROOM",5069
"THE BAR ROOM",5072
"THE BARREL ROOM",5074
"THE BEATRICE INN",5076
"THE BLACK ANT",5080
"THE BRASS RAIL",5091
"THE BRESLIN BAR AND DINING ROOM",5092
"THE BROOKLYN DINER TIMES SQUARE",5096
"THE BROOKLYNEER",5097
"THE CAFE CARLYLE",5102
"THE CAPITAL GRILLE",5103
"THE CARDINAL",5105
"THE CECIL",5106
"THE CHELSEA PUB",5110
"THE CHESTER",5111
"THE CHURCHILL",5112
"THE CLAM",5115
"THE CLEVELAND RESTAURANT",5118
"THE CLINTON SOCIAL",5120
"THE COFFEE SHOP",5124
"THE COPENHAGEN",5126
"THE CROOKED KNIFE",5132
"THE CROSBY BAR",5133
"THE DALLOWAY",5136
"THE DARBY",5137
"THE DUBLINER",5144
"THE DUTCH",5145
"THE EAST POLE",5146
"THE EDDY",5148
"THE ELLINGTON",5149
"THE ELM",5150
"THE END ROOM",5151
"THE EXCHANGE",5154
"THE FAT RADISH",5156
"THE FLATIRON ROOM",5159
"THE FOUR SEASONS RESTAURANT â THE GRILL ROOM",5164
"THE FOUR SEASONS RESTAURANT â THE POOL ROOM",5165
"THE FOURTH",5166
"THE FRENCH COAST",5167
"THE GANDER",5170
"THE GARDEN",5171
"THE GASTRO BAR",5172
"THE GENERAL",5174
"THE GENERAL GREENE",5175
"THE GENERAL JAZZ ROOM",5176
"THE GILROY",5177
"THE GOODWIN",5180
"THE GORBALS",5182
"THE GRAND TIER RESTAURANT",5185
"THE GREEK KITCHEN",5186
"THE GUILTY GOOSE",5193
"THE HANDY LIQUOR BAR",5196
"THE HARRISON",5198
"THE HEATH",5202
"THE HOUNDSTOOTH PUB",5205
"THE HOUSE",5206
"THE HUDSON BOND",5208
"THE HURRICANE CLUB",5210
"THE HURRICANE STEAK & SUSHI",5211
"THE IRISH AMERICAN PUB",5214
"THE ITALIAN FOOD CENTER",5218
"THE J (FKA JEZEBEL)",5219
"THE KETCH",5221
"THE LAMBS CLUB",5225
"THE LANGHAM FIFTH AVENUE",5226
"THE LEADBELLY",5228
"THE LEOPARD",5229
"THE LEXINGTON SOCIAL",5230
"THE LIBERTY NYC",5232
"THE LIBRARY",5233
"THE LINC",5234
"THE LION",5235
"THE LITTLE BEET TABLE",5236
"THE LONG ROOM",5240
"THE MADISON BAR AND GRILL",5242
"THE MARK RESTAURANT BY JEAN GEORGES",5247
"THE MARROW",5248
"THE MASALAWALA",5249
"THE MERMAID INN",5254
"THE MERMAID INN UPTOWN",5255
"THE MILLING ROOM",5260
"THE MODERN",5261
"THE MONARCH ROOM",5262
"THE MORGAN DINING ROOM",5265
"THE MUSKET ROOM",5268
"THE NATIONAL BAR & DINING ROOMS",5271
"THE NATIONAL NYC",5273
"THE NEW YORK BEER COMPANY",5275
"THE NOMAD",5276
"THE NUAA",5278
"THE ODEON",5281
"THE PALM COURT",5291
"THE PARIS CAFE",5293
"THE PARK",5294
"THE PARK 112",5295
"THE PARK ROOM",5296
"THE PAVILION",5302
"THE PEACOCK",5303
"THE PEMBROKE ROOM",5307
"THE PERFECT PINT",5308
"THE PITCH & FORK",5313
"THE POST HOUSE",5322
"THE PRESS BOX RESTAURANT & PUB",5323
"THE PRICELESS TABLE",5324
"THE PULLMAN KITCHEN",5328
"THE QUEENS KICKSHAW",5331
"THE RECOVERY ROOM",5336
"THE RED PEPPER",5338
"THE REGENCY BAR AND GRILL",5339
"THE ROOF",5349
"THE ROOFBAR",5350
"THE ROUND TABLE",5353
"THE RUNNER",5356
"THE SEA GRILL",5362
"THE SEAHORSE TAVERN",5363
"THE SHOP",5368
"THE SKYLARK NYC",5371
"THE SMILE",5372
"THE SMITH",5373
"THE SPOTTED PIG",5376
"THE STAND",5378
"THE STANDARD GRILL",5379
"THE STANTON SOCIAL",5381
"THE TEA BAR",5394
"THE TOUCAN AND THE LION",5401
"THE UPSIDER",5407
"THE UPTOWN RESTAURANT",5409
"THE VAULT",5411
"THE VIEW RESTAURANT",5412
"THE VINATTA PROJECT",5415
"THE WALLACE",5416
"THE WATER CLUB",5417
"THE WAVERLY INN",5419
"THE WAYFARER",5420
"THE WEST FIVE SUPPER CLUB",5422
"THE WILD TURKEY SMOKEHOUSE",5425
"THE WINSLOW",5431
"THE WRIGHT",5434
"THE WRITING ROOM",5435
"THELMA ON CLINTON",5439
"THYMARI",5447
"TIAN",5451
"TIBERIAS",5452
"TIELLA",5453
"TIERRAS COLOMBIANAS",5457
"TIFFIN WALLAH",5459
"TINKS",5465
"TINYS & THE BAR UPSTAIRS",5466
"TIO PEPE",5467
"TIPSY PARSON",5468
"TIR NA NOG IRISH BAR & GRILL",5469
"TOCQUEVILLE",5473
"TODD ENGLISH",5474
"TODDS MILL",5476
"TOKYA",5478
"TOLANI",5479
"TOLEDO RESTAURANT",5480
"TOLOACHE",5482
"TOLOACHE MIDTOWN",5484
"TOMASOS",5486
"TOMMY BAHAMA",5489
"TOMMY LASAGNA",5490
"TONALLI CAFE",5491
"TONYS DI NAPOLI",5495
"TONYS DI NAPOLI  UES",5496
"TOP CHEF KITCHEN",5497
"TOP CHEF SUSHI",5498
"TOP OF THE TOWER",5499
"TORINO",5501
"TORO",5502
"TORRISI ITALIAN SPECIALTIES",5504
"TORRISI ITALIAN SPECIALTIES â LUNCH",5505
"TOSHIS LIVING ROOM & PENTHOUSE",5512
"TOUCH OF INDIA",5513
"TOUT VA BIEN",5516
"TOY",5520
"TRADING POST NYC",5523
"TRATTORIA BELVEDERE",5533
"TRATTORIA BIANCA",5534
"TRATTORIA CINQUE",5537
"TRATTORIA DELLARTE",5538
"TRATTORIA FIRENZE",5542
"TRATTORIA IL MULINO",5543
"TRATTORIA INWOOD",5545
"TRATTORIA LINCONTRO",5546
"TRATTORIA ZERO OTTO NOVE",5550
"TRE",5553
"TRE DICI",5557
"TRE OTTO",5559
"TRE STELLE",5561
"TREDICI STEAK",5562
"TREE",5563
"TREE BISTRO",5564
"TREMONT RESTAURANT NYC",5565
"TRESTLE ON TENTH",5570
"TRIBECA CANVAS",5573
"TRIBECA GRILL",5574
"TRIBECA TAP HOUSE",5575
"TRINITY",5576
"TRINITY PLACE",5578
"TRIOMPHE",5581
"TROIS CANARDS",5586
"TROPICAL SENSATION",5587
"TSQ BRASSERIE",5591
"TULSI",5595
"TUOME",5598
"TURKISH CELLAR",5600
"TURKS AND FROGS",5603
"TURKUAZ",5604
"TURTLE CLUB",5606
"TUTTO IL GIORNO  TRIBECA",5617
"TWO DOOR TAVERN",5621
"TWO E BAR AND LOUNGE",5622
"TXIKITO",5627
"TY",5628
"TÃ­A POL",5630
"UGLY KITCHEN",5632
"UNCLE JACKS STEAKHOUSE",5638
"UNCLE NICKS GREEK CUISINE",5641
"UNCORKED WINE & TAPAS",5643
"UNION SQUARE CAFE",5647
"UPLAND",5652
"UPSTAIRS",5654
"UPTOWN SOCIAL",5656
"URBO",5658
"URBO KITCHENS",5659
"URBO LOFT",5660
"USKUDAR TURKISH RESTAURANT",5663
"UTSAV INDIAN RESTAURANT & LOUNGE",5665
"UVA",5666
"V NOTE ORGANIC WINE BAR & VEGAN BISTRO",5668
"VACCA GRILL & LOUNGE",5671
"VAI RESTAURANT",5672
"VALBELLA",5674
"VALBELLA MIDTOWN",5676
"VAMOS RESTAURANT",5683
"VAN DIEMENS",5684
"VARELI",5686
"VATAN INDIAN RESTAURANT",5688
"VCAFE",5690
"VEGETARIAN GINGER",5692
"VELLA",5693
"VERA CRUZ",5700
"VERDE ON SMITH",5706
"VERITAS",5709
"VERMICELLI VIETNAMESE CUISINE",5711
"VERO MIDTOWN",5714
"VERO UPTOWN",5715
"VERSO",5716
"VESELKA BOWERY",5718
"VESLO",5719
"VESPA CIBOBUONO",5721
"VIA DELLA PACE",5727
"VIA EMILIA",5728
"VIA ITALIA RESTAURANT",5729
"VIA VAI",5730
"VIC AND ANTHONYâS NY",5731
"VICS",5732
"VICS (FKA FIVE POINTS)",5733
"VICEVERSA",5734
"VICTORS CAFÃ©",5738
"VICTORY GARDEN CAFE",5739
"VILLA PACRI RISTORANTE",5748
"VILLAGE POURHOUSE",5756
"VILLARD MICHEL RICHARD",5758
"VILLARD MICHEL RICHARD BISTRO",5759
"VILLARD MICHEL RICHARD  GALLERY",5760
"VIN ET FLEURS",5761
"VINEGAR HILL HOUSE",5764
"VINO",5765
"VINO 313",5766
"VINO LEVANTINO",5767
"VINOTAPA",5768
"VINTAGE BAR & RESTAURANT",5772
"VINTRY WINE & WHISKEY",5778
"VIRGILS",5779
"VITAE",5782
"VIVOLO",5793
"WA JEAL",5800
"WALL & WATER",5803
"WALLFLOWER",5805
"WALLSÃ©",5806
"WALTER FOODS",5807
"WALTERS",5808
"WARIQUE PERUVIAN KITCHEN",5811
"WARREN 77",5812
"WASAN",5813
"WASHINGTON MARKET TAVERN",5815
"WATER STREET RESTAURANT & LOUNGE",5819
"WATERS EDGE",5820
"WATERSIDE RESTAURANT AND CATERING",5822
"WATTY & MEG",5824
"WD 50",5828
"WEST BANK CAFE",5830
"WEST SIDE STEAKHOUSE",5834
"WESTVILLE HUDSON",5836
"WHITE STREET",5845
"WHITEHALL BAR + KITCHEN",5846
"WHITMAN AND BLOOM",5847
"WHYM",5848
"WHYNOT BISTRO",5849
"WILD",5850
"WILDWOOD BARBEQUE",5857
"WILLOW ROAD",5859
"WINDSOR NYC",5862
"WINE 30",5863
"WINED UP WINE BAR",5867
"WINEGASM",5868
"WOLFGANGS STEAK HOUSE",5873
"WOLFGANGS STEAKHOUSE",5874
"WONDEE SIAM V",5875
"WONG",5876
"WOODLAND",5880
"WOOLWORTH TOWER KITCHEN",5881
"WYNE A BIT",5884
"XAI XAI WINE BAR",5887
"XE LUA VIETNAMESE RESTAURANT",5888
"YAKITORI TORI SHIN",5889
"YEFSI",5892
"YERBA BUENA",5894
"YERBA BUENA PERRY",5895
"YERBABUENA",5896
"YOPPARAI",5899
"YUBA",5900
"YUM YUM TOO",5903
"YUNNAN KITCHEN",5904
"YUVA",5905
"ZAGARA RESTAURANT AND WINE BAR",5909
"ZAGARA WINE BAR",5910
"ZAMPA",5912
"ZARA MEDITERANIAN CUISINE",5917
"ZBAR RESTAURANT & SKY LOUNGE",5919
"ZEBU GRILL",5920
"ZEN PALATE",5922
"ZENGO",5923
"ZENKICHI",5924
"ZERZA",5926
"ZEST JAPANESE & THAI",5927
"ZIGOLINIS DOWNTOWN",5930
"ZIO",5933
"ZIZI LIMONA",5935
"ZOE",5937
"ZONA ROSA",5941
"ZUCCA TRATTORIA",5943
"ZUCCHERO E POMODORI",5945
"ZUTTO JAPANESE AMERICAN PUB",5947
"ZYLO RESTAURANT",5948
"ÃA VA BRASSERIE BY TODD ENGLISH",5951
"ÃAÃ±O ECUADORIAN KITCHEN",5952
"Ã©LAN",5953
